storenum,opendate,city,state,lat,lon
5220,2004-01-21,Tampa,FL,28.006247,-82.50632
5227,2003-10-29,Burke,VA,38.788646,-77.27888
5228,2004-01-28,Columbia,MD,39.207523,-76.82527
5229,2004-01-28,Wyncote,PA,40.08786,-75.14707
5230,2004-07-21,Sacramento,CA,38.623304,-121.38181
5232,2003-10-29,Rifle,CO,39.603225,-107.89755
5233,2004-07-21,Salt Lake City,UT,40.650496,-111.99591
5234,2004-01-21,Clearfield,UT,41.126476,-112.04427
5236,2004-10-27,Bowling Green,KY,37.010643,-86.46145
5239,2005-10-26,Bechtelsville,PA,40.375925,-75.62617
5240,2005-01-26,Ithaca,NY,42.449454,-76.49685
5242,2005-07-20,Cicero,NY,43.171707,-76.09505
5244,2004-08-18,Little Rock,AR,34.796399,-92.46821
5246,2004-01-21,Wharton,TX,29.307347,-96.09055
5247,2005-03-23,Roanoke,TX,33.000177,-97.21871
5250,2004-08-20,Kissimmee,FL,28.094144,-81.48395
5251,2004-05-19,Chattanooga,TN,35.023824,-85.2333
5252,2004-03-17,Loganville,GA,33.823809,-83.89423
5253,2006-01-31,Chesapeake,VA,36.687543,-76.22905
5254,2004-07-21,Wake Forest,NC,35.97154,-78.52241
5260,2005-05-18,Rogers,AR,36.306616,-94.14622
5261,2005-01-26,Pineville,MO,36.571849,-94.28956
5262,2004-03-17,Pelham,AL,33.317471,-86.78726
5263,2004-01-21,Cleveland,TN,35.114482,-84.82836
5264,2005-10-26,Osprey,FL,27.187829,-82.48539
5270,2004-08-25,Lindon,UT,40.338552,-111.7162
5272,2006-01-27,Poulsbo,WA,47.743302,-122.63041
5273,2004-10-27,Sequim,WA,48.079979,-123.09916
5275,2005-01-26,Woodstock,GA,34.117565,-84.57176
5276,2004-08-25,Palatine,IL,42.143819,-88.02546
5278,2004-10-27,Chicopee,MA,42.175992,-72.57265
5280,2005-01-26,Portage,MI,42.216541,-85.61773
5281,2004-10-27,Woodbridge,NJ,40.557104,-74.28316
5285,2004-10-27,Canton,OH,40.821858,-81.34253
5287,2004-04-14,Spring,TX,30.024749,-95.53215
5288,2004-04-14,Seagoville,TX,32.628858,-96.53811
5292,2004-08-25,Raleigh,NC,35.767829,-78.5861
5293,2003-10-29,Valley Stream,NY,40.651733,-73.71079
5296,2004-09-15,Barboursville,WV,38.391209,-82.28563
5298,2004-05-19,Gastonia,NC,35.248787,-81.2142
5299,2004-10-27,Clermont,FL,28.545742,-81.74805
5301,2004-08-25,West Palm Beach,FL,26.659294,-80.09118
5303,2005-01-26,Prescott,AZ,34.70062,-112.63753
5305,2005-10-26,Chula Vista,CA,32.608799,-117.0607
5312,2004-08-25,Fort Worth,TX,32.778479,-97.30099
5313,2006-01-23,Lake Saint Louis,MO,38.796601,-90.78525
5316,2004-10-27,Fort Worth,TX,32.876475,-97.41249
5317,2005-05-18,Austin,TX,30.17202,-97.82265
5319,2005-05-25,Mac Arthur,WV,37.7517,-81.214825
5320,2005-10-26,Greensboro,NC,36.022863,-79.77895
5325,2004-07-21,Pompano Beach,FL,26.251909,-80.21016
5326,2004-10-20,Ocala,FL,29.124611,-82.32271
5329,2005-06-15,Anthem,AZ,33.831866,-112.06339
5330,2005-04-13,Phoenix,AZ,33.514092,-112.12285
5331,2004-10-27,Phoenix,AZ,33.435405,-112.20009
5334,2005-11-09,NA,NA,NA,NA
5338,2004-05-19,San Diego,CA,32.804972,-117.16871
5339,2003-10-29,Pittsburgh,PA,40.518701,-79.86744
5340,2005-01-26,Cherry Hill,NJ,39.932279,-75.02266
5341,2004-08-25,Broomfield,CO,39.881608,-105.09953
5342,2004-11-03,Yuma,AZ,32.704499,-114.64644
5343,2005-03-23,Fredericksburg,VA,38.271028,-77.5559
5344,2005-05-11,Towson,MD,39.399639,-76.58418
5346,2006-01-23,Mebane,NC,36.111449,-79.27142
5350,2004-07-21,Salt Lake City,UT,40.662797,-111.83797
5352,2005-10-26,Batavia,IL,41.845228,-88.30995
5355,2005-05-18,Kenton,OH,40.642266,-83.60577
5356,2004-01-21,Blairsville,PA,40.446361,-79.24611
5358,2004-10-27,Shippensburg,PA,40.053308,-77.50622
5359,2006-01-25,Azle,TX,32.905693,-97.54845
5360,2005-07-20,Titusville,PA,41.622203,-79.69298
5361,2004-08-25,Omaha,NE,41.204631,-96.12108
5363,2005-01-26,Lovejoy,GA,33.437428,-84.31519
5368,2005-05-18,Salem,OR,44.906492,-123.05129
5369,2005-11-02,NA,NA,NA,NA
5370,2006-01-31,Longmont,CO,40.160138,-105.01772
5373,2005-01-26,Chippewa Falls,WI,44.932711,-91.38877
5374,2005-03-23,Eaton,OH,39.739353,-84.65393
5376,2005-05-18,Tawas City,MI,44.250144,-83.55805
5379,2005-07-20,Connellsville,PA,40.024138,-79.58414
5380,2004-11-03,Hanover,MA,42.12867,-70.85913
5381,2004-08-25,Bethel Park,PA,40.324535,-80.03864
5387,2005-05-18,Middlefield,OH,41.462346,-81.03666
5389,2004-07-21,Woodway,TX,31.514067,-97.23546
5390,2005-10-26,Marietta,GA,33.932052,-84.54746
5391,2005-08-24,Naples,FL,26.240637,-81.76663
5392,2005-01-26,Baxley,GA,31.768849,-82.35198
5394,2005-08-24,Dinuba,CA,36.538017,-119.38887
5397,2004-10-27,Winona,MN,44.033867,-91.65106
5398,2005-04-13,Rockford,IL,42.292221,-89.12574
5399,2005-05-18,Dixon,IL,41.843702,-89.47636
5403,2006-01-27,Urbana,IL,40.121648,-88.17649
5404,2005-09-14,Glenwood,IL,41.544584,-87.61289
5409,2005-03-23,Clayton,OH,39.853674,-84.34125
5410,2005-04-13,Canton,OH,40.810931,-81.42142
5411,2005-06-15,Ionia,MI,42.981932,-85.06679
5416,2005-10-26,Arlington,TX,32.753672,-97.08706
5417,2005-07-20,Louisville,KY,38.160936,-85.77624
5418,2005-01-26,Louisville,KY,38.193769,-85.65733
5419,2005-01-26,Hernando,MS,34.811777,-90.01917
5420,2005-05-25,Kissimmee,FL,28.287883,-81.46862
5422,2005-01-26,NA,NA,NA,NA
5428,2005-07-20,Mesa,AZ,33.400306,-111.72452
5430,2005-05-25,Albuquerque,NM,35.031329,-106.68695
5432,2005-10-26,New Richmond,WI,45.122052,-92.53691
5433,2004-10-27,Hot Springs Village,AR,34.657742,-92.9811
5435,2004-08-25,San Jose,CA,37.329641,-121.83359
5436,2006-01-31,Wilmington,DE,39.734279,-75.6631
5437,2004-05-19,Saint Paul,MN,44.953665,-93.15922
5438,2004-07-21,New Berlin,WI,42.980163,-88.09438
5439,2004-07-21,New Haven,CT,41.315797,-72.8803
5440,2005-04-13,Portland,OR,45.478641,-122.56233
5442,2005-05-25,Addison,IL,41.931573,-88.00222
5443,2005-05-25,Indianapolis,IN,39.742593,-86.11766
5445,2004-09-15,Erie,PA,42.110156,-80.05187
5450,2005-07-20,North East,MD,39.593813,-75.95602
5455,2005-08-24,Palm Bay,FL,28.012241,-80.67729
5457,2005-08-24,Oakland,CA,37.809427,-122.27172
5458,2004-09-15,Delta,CO,38.733901,-108.08219
5460,2005-01-26,Portland,TX,27.884565,-97.32054
5462,2006-01-27,Vancouver,WA,45.604075,-122.51035
5466,2004-10-27,Grove City,OH,39.88628,-83.07989
5470,2006-01-31,Huntingdon,PA,40.498403,-77.99417
5471,2006-01-31,Mansfield,OH,40.766589,-82.51869
5480,2005-03-23,Round Rock,TX,30.514401,-97.65549
5481,2005-01-26,Charlotte,NC,35.286967,-80.87903
5482,2005-08-24,Eatonton,GA,33.318579,-83.35432
5485,2006-01-27,Evergreen Park,IL,41.719933,-87.70249
5487,2006-01-23,Travelers Rest,SC,35.018511,-82.43224
5489,2005-10-26,Pembroke,NC,34.69004,-79.18802
5492,2005-01-26,Socorro,NM,33.953237,-106.93722
5493,2005-01-26,Brownsville,TX,25.918758,-97.42739
5494,2005-01-26,Idaho Falls,ID,43.497685,-112.07391
5495,2005-05-11,Glenolden,PA,39.902045,-75.29371
5497,2006-01-31,Evans Mills,NY,44.091494,-75.82694
5498,2006-01-23,Lowville,NY,43.794492,-75.46905
