storenum,opendate,city,state,lat,lon
1676,1991-09-11,Tell City,IN,37.971622000000004,-86.73903
1677,2002-09-18,New Hartford,NY,43.067169,-75.28767
1678,1991-09-11,Delafield,WI,43.05348,-88.39844
1679,1991-09-11,Onalaska,WI,43.899664,-91.22963
1680,1992-02-04,Miami,FL,25.662292,-80.40947
1681,1991-11-05,Mount Prospect,IL,42.065427,-87.93621
1682,1991-07-31,Chesapeake,VA,36.826239,-76.41524
1683,1991-10-01,Shenandoah,IA,40.750107,-95.36514
1684,1991-11-05,Everett,PA,40.003997,-78.36456
1685,1991-12-31,Pierre,SD,44.425356,-100.29145
1686,1991-10-01,Salt Lake City,UT,40.659514,-111.92226
1687,1991-10-01,Suffolk,VA,36.735893,-76.59656
1688,1991-07-02,Virginia Beach,VA,36.839209,-76.09333
1689,1991-11-05,Aurora,CO,39.623896,-104.77723
1690,1991-11-05,Decatur,IL,39.878041,-88.95637
1691,1992-09-30,Shawnee Mission,KS,38.992255,-94.67528
1692,1992-02-04,Colton,CA,34.061931,-117.31995
1693,1991-11-05,Redlands,CA,34.063264,-117.16888
1694,1991-10-01,Marion,NC,35.709124,-82.01719
1695,1992-03-03,Devils Lake,ND,48.122688,-98.87752
1696,1991-04-02,Fergus Falls,MN,46.282084,-96.06798
1697,1991-11-05,Elk Grove,CA,38.406432,-121.43673
1698,1991-07-02,Hooksett,NH,43.058785,-71.44412
1699,1991-10-01,Layton,UT,41.07221,-111.97625
1700,1992-08-04,Poway,CA,32.973645,-117.03701
1701,1991-10-01,Elberton,GA,34.119972,-82.825
1702,1992-03-03,Melbourne,FL,28.13926,-80.65077
1703,1991-07-02,Martinsburg,WV,39.463781,-77.95767
1704,1992-02-04,Vacaville,CA,38.34401,-121.95333
1705,1991-11-05,Waterloo,NY,42.911377,-76.87027
1707,1991-06-04,East Liverpool,OH,40.641545,-80.57469
1708,1991-06-04,Ogden,UT,41.165551,-111.9675
1709,1991-11-05,Angola,IN,41.656798,-85.0223
1710,1991-07-02,Clinton,MS,32.347295,-90.33224
1711,1991-07-02,Birmingham,AL,33.546051,-86.66963
1712,1992-02-04,Largo,FL,27.916149,-82.80122
1713,1991-11-05,Canton,IL,40.552853,-90.02794
1714,1991-12-31,Fairmont,WV,39.470949,-80.13936
1715,1991-11-05,Easton,MD,38.777863,-76.0782
1716,1991-11-05,Prince Frederick,MD,38.535116,-76.58432
1717,1992-04-01,Waldorf,MD,38.634306,-76.86008
1718,1991-07-02,Findlay,OH,41.037325,-83.64576
1719,1991-12-31,Big Rapids,MI,43.697651,-85.47815
1720,1991-12-31,Snellville,GA,33.860955,-84.01807
1721,1991-11-05,Iowa City,IA,41.650916,-91.56058
1722,1991-11-05,Marshall,MN,44.446885,-95.77281
1723,1991-12-31,Des Moines,IA,41.537059,-93.58072
1724,1991-11-05,Millersburg,OH,40.542339,-81.87856
1725,1991-12-31,Dayton,OH,39.802606,-84.30196
1726,1991-11-05,Harrisonburg,VA,38.426786,-78.88153
1727,1991-11-05,Berlin,WI,43.978561,-88.95413
1728,1991-07-31,Anderson,IN,40.061092,-85.67672
1729,1991-09-11,Connersville,IN,39.644794,-85.14929
1730,1991-11-05,Tappahannock,VA,37.916172,-76.90656
1731,1991-12-31,Geneva,NY,42.853039,-76.99394
1732,1991-11-05,Denison,IA,42.019336,-95.35379
1733,1992-02-04,Owosso,MI,42.99605,-84.17896
1734,1991-12-31,Champaign,IL,40.108631,-88.2733
1735,1992-02-04,Wheeling,IL,42.131526,-87.92958
1736,1991-12-31,Dover,DE,39.16426,-75.51163
1737,1992-08-04,Villa Park,IL,41.880429,-87.97813
1738,1992-02-04,Hutchinson,MN,44.896255,-94.38604
1739,1992-08-04,Washington,PA,40.170663,-80.25185
1740,1992-02-04,Freeport,IL,42.300918,-89.63208
1741,1991-11-05,Milford,DE,38.922806,-75.41449
1742,1991-09-11,Blackwood,NJ,39.784614,-75.05678
1743,1991-12-31,Harlan,KY,36.828285,-83.31856
1744,1991-11-05,Webster,NY,43.220991,-77.45364
1745,1992-02-04,Richmond,IN,39.831061,-84.89067
1746,1992-02-04,Tempe,AZ,33.365951,-111.93155
1747,1992-02-04,Perris,CA,33.822068,-117.21514
1748,1991-11-05,Charleston,SC,32.821238,-80.05353
1749,1992-02-04,Somersworth,NH,43.253783,-70.87549
1750,1991-10-01,Marion,OH,40.589747,-83.12173
1751,1991-11-05,Raleigh,NC,35.847788,-78.70161
1752,1992-02-04,Bay City,MI,43.607523,-83.9162
1753,1992-02-04,Derry,NH,42.886486,-71.30019
1754,1991-11-05,Howell,MI,42.612243,-83.91835
1755,1992-02-04,Rohnert Park,CA,38.347174,-122.69537
1756,1992-06-02,Fontana,CA,34.088911,-117.45213
1757,1992-03-03,Duluth,MN,46.821489,-92.18242
1758,1992-09-30,New Castle,IN,39.92698,-85.3697
1759,1992-02-04,Gloucester,VA,37.414991,-76.52959
1760,1992-04-01,Folsom,CA,38.672127,-121.15783
1761,1992-02-04,Granite City,IL,38.720938,-90.11431
1762,1992-02-04,Seabrook,NH,42.88439,-70.85466
1763,1992-06-02,Bluefield,VA,37.222548,-81.3367
1764,1992-02-04,Des Moines,IA,41.601189,-93.68076
1765,1992-04-01,Somerset,PA,40.02847,-79.1105
1766,1992-04-01,Marietta,GA,33.99605,-84.47464
1767,1992-05-05,Shallotte,NC,33.933388,-78.412864
1768,1992-03-03,Orem,UT,40.278086,-111.71067
1769,1993-02-02,Du Bois,PA,41.125563,-78.74648
1770,1992-05-05,Cranberry Twp,PA,40.700423,-80.11374
1771,1992-05-05,Sturgis,MI,41.822244,-85.43234
1772,1992-03-03,Klamath Falls,OR,42.169323,-121.70298
1773,1992-04-01,Newport News,VA,37.115698,-76.5183
1774,1991-12-31,Sanford,NC,35.458804,-79.16415
1775,1992-03-03,Lebanon,OR,44.527304,-122.85512
1776,1992-06-30,Watertown,WI,43.170606,-88.73058
1777,1992-06-02,Reading,PA,40.327741,-75.87002
1778,1992-04-01,Cody,WY,44.566114,-109.20826
1779,1992-05-05,Bridgeview,IL,41.742432,-87.80678
1780,1992-11-02,Charlottesville,VA,38.072402,-78.50149
1781,1992-06-02,Cortland,NY,42.591109,-76.19217
1782,1992-08-04,Vienna,WV,39.323907,-81.54206
1783,1992-06-02,Princeton,IN,38.34841,-87.57478
1784,1992-05-05,Salem,OR,44.995029,-122.95801
1785,1993-04-30,Hudson,NH,42.759821,-71.42079
1786,1992-08-04,Saint Paul,MN,44.804048,-93.13378
1787,1992-06-02,Carroll,IA,42.066399,-94.86786
1788,1992-08-04,Scarborough,ME,43.583224,-70.35268
1789,1992-09-01,Lodi,CA,38.132618,-121.32282
1790,1992-09-30,Monroe,MI,41.940898,-83.38515
1791,1992-06-30,Fremont,MI,43.464943,-85.95005
1792,1992-09-01,Saint Marys,PA,41.4376,-78.54272
1793,1992-09-30,Woodburn,OR,45.144415,-122.84521
1794,1992-08-04,Bloomsburg,PA,41.013364,-76.43982
1795,1992-08-04,Pisgah Forest,NC,35.272331,-82.67373
1796,1992-06-30,Amherst,NH,42.854886,-71.6082
1797,1992-11-02,Rockland,ME,44.108735,-69.11366
1798,1992-06-30,Caro,MI,43.490117,-83.3881
1799,1992-08-04,Portage,WI,43.549851,-89.47101
1800,1987-12-26,Garland,TX,32.881525,-96.64601
1801,1988-08-15,Arlington,TX,32.659277,-97.16435
1802,1988-01-01,Topeka,KS,39.04045,-95.71698
1804,1992-09-01,Fort Wayne,IN,41.054247,-85.23878
1805,1992-11-02,La Quinta,CA,33.675373,-116.29649
1806,1992-08-04,Johnstown,NY,43.014523,-74.38473
1807,1992-08-04,West Berlin,NJ,39.807695,-74.93392
1808,1992-09-30,Steamboat Springs,CO,40.348242,-106.92691
1809,1992-09-30,Jonesville,MI,42.018585,-84.64548
1810,1993-08-31,Fishkill,NY,41.537232,-73.8972
1811,1992-06-30,Norfolk,VA,36.855247,-76.21233
1812,1992-08-04,Wooster,OH,40.800086,-81.95726
1813,1992-08-04,Newark,NY,43.052126,-77.09424
1814,1992-08-04,Elgin,IL,42.034776,-88.32393
1815,1992-11-02,Fresno,CA,36.831723,-119.83198
1816,1992-06-30,Knightdale,NC,35.790516,-78.48345
1817,1992-06-30,Hermiston,OR,45.846442,-119.28423
1818,1992-03-03,Aurora,IL,41.766029,-88.35254
1819,1992-08-04,Menomonie,WI,44.86877,-91.92915
1820,1992-08-04,Kittanning,PA,40.809467,-79.49922
1821,1992-08-04,Charlotte,NC,35.192919,-80.66822
1823,1992-08-04,Hanover,PA,39.795301,-76.97727
1824,1992-08-04,Ypsilanti,MI,42.223482,-83.63316
1825,1992-04-01,Manassas,VA,38.790202,-77.51294
1826,1992-08-04,Visalia,CA,36.358928,-119.24027
1827,1992-08-04,Park City,UT,40.726899,-111.53674
1828,1992-08-04,Plover,WI,44.452277,-89.54399
1829,1992-06-30,Marion,SC,34.164094,-79.396
1830,1993-01-05,Auburn,NY,42.922273,-76.55882
1831,1992-09-30,Clay,NY,43.1835,-76.18002
1832,1992-11-02,Palm Springs,CA,33.842984,-116.54344
1833,1992-08-04,Fredericksburg,VA,38.301829,-77.47077
1834,1992-08-04,Grants Pass,OR,42.4631,-123.33162
1835,1992-09-30,Vestal,NY,42.075874,-76.02837
1836,1993-02-02,Adrian,MI,41.900927,-84.04585
1837,1992-11-25,Humble,TX,30.005691,-95.28488
1838,1992-08-04,Las Vegas,NV,36.205718,-115.22363
1839,1992-09-01,Elyria,OH,41.369846,-82.10874
1840,1992-08-04,Manteca,CA,37.782332,-121.23578
1841,1992-09-30,Chesapeake,VA,36.761698,-76.24511
1842,1992-11-02,Greensboro,NC,36.025379,-79.87112
1843,1992-11-02,Mcminnville,OR,45.210104,-123.20747
1844,1993-03-02,Toms River,NJ,40.010092,-74.23032
1845,1992-11-25,Fort Lauderdale,FL,26.05479,-80.31581
1846,1992-09-01,Douglas,AZ,31.382775,-109.55035
1847,1992-09-30,Ocala,FL,29.198704,-82.10556
1848,1993-09-28,Glen Ellyn,IL,41.869779,-88.06285
1849,1992-09-01,Winston Salem,NC,36.147887,-80.23423
1850,1992-11-02,Chambersburg,PA,39.931123,-77.66139
1851,1993-02-02,Pompano Beach,FL,26.21606,-80.21776
1852,1993-02-02,Woodbridge,VA,38.678451,-77.30657
1853,1992-11-02,Hemet,CA,33.736743,-117.0217
1855,1993-02-02,Eden Prairie,MN,44.867013,-93.42557
1856,1993-01-05,Bangor,ME,44.81777,-68.78952
1857,1992-11-02,Mentor,OH,41.688162,-81.33378
1858,1992-11-02,Montevideo,MN,44.985313,-95.7066
1859,1993-01-05,Calexico,CA,32.683491,-115.48277
1860,1993-01-05,Elkton,MD,39.626736,-75.84294
1861,1992-11-02,Stillwater,MN,45.054551,-92.82581
1862,1993-02-02,Rialto,CA,34.109511,-117.37617
1863,1993-02-02,Eastlake,OH,41.653796,-81.44614
1864,1992-11-02,Minneapolis,MN,45.112742,-93.3789
1865,1992-11-02,Redwood Falls,MN,44.540923,-95.12732
1866,1993-03-02,Farmington,ME,44.66776,-70.12362
1867,1992-11-02,Westminster,MD,39.563901,-76.98926
1868,1993-02-02,Auburn,ME,44.089173,-70.24143
1869,1993-02-02,Marlton,NJ,39.88488,-74.90416
1870,1993-01-05,Moscow,ID,46.727636,-116.98067
1871,1992-11-02,Watertown,NY,43.976735,-75.91199
1872,1993-01-05,Helena,MT,46.588803,-112.04193
1873,1993-08-31,Cranston,RI,41.76435,-71.50972
1874,1993-02-02,Englewood,FL,26.925265,-82.29693
1875,1992-08-04,Glen Burnie,MD,39.164158,-76.6306
1876,1992-11-02,Hood River,OR,45.673147,-121.5368
1877,1992-11-02,Porterville,CA,36.055121,-119.01595
1878,1992-11-02,Rexburg,ID,43.80991,-111.80942
1879,1992-11-25,Barstow,CA,34.894181,-117.03636
1880,1993-01-05,Coos Bay,OR,43.357357,-124.21086
1881,1993-01-05,Antelope,CA,38.716874,-121.3698
1882,1992-11-02,Selma,CA,36.566779,-119.62201
1883,1992-08-04,Monaca,PA,40.677132,-80.28881
1884,1997-01-10,Dickson City,PA,41.46213,-75.62478
1885,1992-09-30,Butler,PA,40.877664,-79.9113
1886,1992-11-02,Mechanicsburg,PA,40.249543,-77.002296
1887,1993-01-05,Montoursville,PA,41.271098,-76.90382
1888,1992-09-30,Logan,UT,41.780998,-111.80904
1889,1992-09-30,La Grande,OR,45.32627,-118.08197
1890,1993-04-30,Salisbury,MD,38.369675,-75.61214
1891,1993-01-05,Manchester,CT,41.778888,-72.52384
1892,1992-11-02,La Grange,IL,41.788536,-87.87605
1893,1993-09-28,Bowie,MD,38.93193,-76.72457
1894,1992-11-25,Medina,OH,41.139849,-81.85646
1895,1993-01-05,Akron,OH,41.144661,-81.61948
1896,1993-03-31,Colorado Springs,CO,38.952366,-104.76701
1897,1993-02-02,Elk Grove Village,IL,42.005978,-87.99847
1898,1993-03-02,Saint Charles,IL,41.919808,-88.30498
1899,1993-03-02,Riverside,CA,33.978965,-117.33646
1900,1992-11-02,Burley,ID,42.496588,-113.79857
1901,1992-11-02,Butte,MT,45.996957,-112.51279
1902,1993-01-05,Idaho Falls,ID,43.458004,-111.95925
1903,1993-01-05,Yuba City,CA,39.109272,-121.68033
1904,1993-06-01,Leesburg,VA,39.138978,-77.54519
1905,1992-11-02,Blackfoot,ID,43.211238,-112.39454
1906,1992-09-01,Fairhaven,MA,41.634152,-70.8814
1907,1993-02-02,Hinsdale,NH,42.797633,-72.49518
1908,1992-11-02,Green Bay,WI,44.485243,-87.92232
1909,1993-02-02,Niagara Falls,NY,43.091106,-78.96249
1910,1993-01-05,Crescent City,CA,41.782681,-124.16703
1911,1993-03-02,Akron,OH,41.034156,-81.43944
1912,1993-03-31,Corona,CA,33.8808,-117.54068
1913,1993-03-02,Bowling Green,OH,41.388519,-83.65795
1914,1993-02-02,Highland,CA,34.12716,-117.20073
1915,1993-02-02,Yucca Valley,CA,34.161795,-116.41246
1916,1993-11-02,Boca Raton,FL,26.348354,-80.21841
1917,1993-04-30,Santee,CA,32.84681,-116.98983
1918,1993-02-02,Bellingham,MA,42.075122,-71.47953
1919,1993-02-02,Lincoln,ME,45.368934,-68.48354
1920,1993-02-02,Salem,OR,44.858446,-123.05368
1921,1993-06-30,Manahawkin,NJ,39.707575,-74.25933
1922,1993-03-31,Rancho Cucamonga,CA,34.127819,-117.5246
1923,1993-06-30,Comstock Park,MI,43.059661,-85.67384
1924,1993-02-02,Presque Isle,ME,46.679321,-68.00216
1925,1993-01-05,Newport,OR,44.649252,-124.05039
1926,1993-02-02,Oswego,NY,43.449201,-76.47992
1927,1993-09-21,Macedonia,OH,41.321189,-81.50135
1928,1993-03-31,Flint,MI,43.005477,-83.76098
1929,1993-02-02,Cloquet,MN,46.727077,-92.48612
1930,1993-02-02,Plaistow,NH,42.837189,-71.09445
1931,1992-11-02,Rhinelander,WI,45.64672,-89.39408
1932,1993-08-31,Ellsworth,ME,44.614885,-68.43626
1933,1993-07-27,Melrose Park,IL,41.91823,-87.89627
1934,1993-02-02,South Hill,VA,36.733874,-78.17287
1935,1993-03-02,Johnstown,PA,40.289442,-78.86612
1936,1992-11-02,Sault Sainte Marie,MI,46.460895,-84.32485
1937,1992-11-25,Coshocton,OH,40.270198,-81.86761
1938,1993-03-02,Chicago,IL,41.787982,-87.7738
1939,1993-04-30,Brunswick,ME,43.8992,-69.95894
1940,1993-03-02,East Greenbush,NY,42.593047,-73.67343
1941,1994-05-17,Glendora,CA,34.119245,-117.8548
1942,1993-03-02,Holland,MI,42.823232,-86.12726
1943,1993-04-30,Lincoln,NE,40.855645,-96.71298
1945,1993-03-31,Mansfield,PA,41.811139,-77.06939
1946,1993-03-31,Massena,NY,44.937212,-74.87693
1947,1993-04-30,Omak,WA,48.403174,-119.39066
1948,1993-10-26,Weirton,WV,40.412067,-80.57542
1949,1993-03-31,Fredonia,NY,42.425683,-79.3371
1950,1993-02-02,Ahoskie,NC,36.293352,-76.98612
1951,1993-03-31,Ontario,OR,44.057074,-116.99148
1952,1993-04-30,Minneapolis,MN,45.095674,-93.25336
1953,1993-03-31,Louisburg,NC,36.062239,-78.24953
1954,1993-04-30,Sanford,ME,43.426792,-70.75245
1955,1993-04-30,Rockford,IL,42.306666,-89.00839
1956,1993-04-30,Billings,MT,45.778852,-108.5742
1957,1993-06-01,Naples,FL,26.28828,-81.78726
1958,1993-04-30,Rio Grande City,TX,26.445982,-98.69332
1959,1993-03-02,Middletown,NY,41.449364,-74.43951
1960,1993-06-30,Tampa,FL,27.963798,-82.49537
1961,1993-06-01,Alexandria,KY,38.946893,-84.38652
1962,1993-08-31,Kokomo,IN,40.501576,-86.14677
1963,1993-06-01,Turlock,CA,37.48858,-120.85196
1964,1993-06-01,Westerly,RI,41.354881,-71.80387
1965,1993-10-26,Council Bluffs,IA,41.2544,-95.79062
1966,1993-02-02,Geneseo,NY,42.798159,-77.77733
1967,1993-06-01,Springfield,MA,42.128442,-72.50932
1968,1993-08-31,Aberdeen,MD,39.508177,-76.18066
1969,1994-01-25,Midlothian,VA,37.51338,-77.64165
1970,1993-07-27,Hudson,MA,42.389813,-71.55791
1971,1993-03-02,Rochester,MN,44.048931,-92.49459
1972,1993-10-26,Livermore,CA,37.65778,-121.73011
1973,1993-06-01,Lakewood,NY,42.098657,-79.32439
1974,1993-08-31,Houlton,ME,46.12672,-67.87798
1975,1993-08-31,Claremont,NH,43.374562,-72.34152
1976,1993-07-27,Elmira,NY,42.129274,-76.84497
1977,1993-08-31,Brick,NJ,40.042479,-74.123
1978,1993-10-26,Plymouth,IN,41.347159,-86.32023
1979,1994-01-04,Clearlake,CA,38.956206,-122.63523
1980,1995-09-19,Putnam,CT,41.913816,-71.88434
1981,1993-10-26,California,MD,38.303103,-76.52231
1982,1993-04-30,Appleton,WI,44.322836,-88.40492
1983,1993-08-31,Ceres,CA,37.584282,-120.95064
1984,1993-09-28,North Adams,MA,42.696064,-73.10145
1985,1994-09-27,Laurel,MD,39.101646,-76.80334
1986,1993-09-28,Norwalk,OH,41.236357,-82.60185
1987,1993-10-26,Lapeer,MI,43.048777,-83.33073
1988,1993-07-27,Roseville,CA,38.752434,-121.28933
1989,1993-10-26,Lompoc,CA,34.639682,-120.4471
1990,1993-08-31,Delaware,OH,40.295925,-83.06968
1991,1994-01-25,Bloomington,IN,39.121719,-86.57409
1992,1993-07-27,Upland,CA,34.101659,-117.65776
1993,1993-03-31,Brockport,NY,43.214261,-77.93937
1994,1994-01-04,Plattsburgh,NY,44.693271,-73.46617
1995,1993-08-31,Pocatello,ID,42.96866,-112.43182
1996,1994-01-04,Hallandale,FL,25.987069,-80.15004
1997,1993-08-31,Latham,NY,42.74964,-73.76802
2000,1993-06-01,Kitty Hawk,NC,36.115899,-75.72772
2001,1993-08-31,Fresno,CA,36.753177,-119.69703
2002,1993-10-26,Gilroy,CA,37.016943,-121.56581
2003,1993-10-26,North Brunswick,NJ,40.453131,-74.48287
2004,1994-01-04,Dubuque,IA,42.460604,-90.68576
2005,1993-10-26,Kannapolis,NC,35.492989,-80.60293
2006,1993-07-27,Lewiston,ID,46.388753,-116.98484
2007,1993-07-27,Moses Lake,WA,47.133606,-119.28455
2008,1993-08-31,Grove City,PA,41.169987,-80.08174
2009,1993-08-31,Abingdon,MD,39.473899,-76.2983
2010,1993-07-27,Niles,MI,41.828055,-86.23981
2012,1993-08-31,North Oxford,MA,42.170846,-71.88989
2013,1993-09-28,Waterville,ME,44.554965,-69.61297
2014,1993-09-28,Houghton Lake,MI,44.305812,-84.75589
2015,1993-08-31,Fairfax,VA,38.874879,-77.38642
2016,1993-08-31,Colville,WA,48.658512,-117.7671
2019,1993-06-01,Uniontown,PA,39.89822,-79.7311
2020,1993-10-19,Rensselaer,IN,40.962747,-87.13684
2021,1993-09-28,Raynham,MA,41.934586,-71.04905
2022,1994-01-04,North Windham,CT,41.758713,-72.13964
2023,1994-01-04,Lebanon,PA,40.358015,-76.42501
2024,1994-01-04,Tunkhannock,PA,41.535917,-75.95006
2025,1993-09-28,Banta,CA,37.889849,-121.253872
2027,1993-10-26,Cumberland,MD,39.646587,-78.77398
2028,1994-01-04,Riverside,CA,33.91355,-117.46052
2029,1993-09-28,Medford,OR,42.334496,-122.83547
2030,1993-10-26,Sonora,CA,37.995238,-120.3437
2031,1993-10-26,Union City,CA,37.592184,-122.04577
2032,1993-10-26,Oxnard,CA,34.21707,-119.1769
2035,1993-10-26,Greenville,OH,40.094141,-84.63574
2036,1993-08-31,Charleston,WV,38.329768,-81.73418
2037,1994-05-17,Aberdeen,WA,46.972965,-123.81923
2038,1994-01-25,Sterling,VA,39.004276,-77.43442
2039,1993-10-26,Merced,CA,37.342056,-120.50154
2040,1994-01-04,Burlington,NJ,40.06834,-74.84463
2041,1993-10-26,Pennsville,NJ,39.645377,-75.51923
2043,1994-01-25,Warsaw,NY,42.739447,-78.15948
2044,1994-03-30,Chico,CA,39.720955,-121.81888
2045,1995-01-03,Nottingham,MD,39.389457,-76.48709
2046,1993-10-26,Augusta,ME,44.344406,-69.76345
2047,1994-01-04,Palmyra,ME,44.845899,-69.36775
2048,1993-10-19,Fairfield,CA,38.245844,-122.101917
2049,1993-09-28,Altoona,PA,40.50217,-78.39121
2050,1994-01-25,Henderson,NV,36.030927,-114.96787
2051,1994-01-04,Kingman,AZ,35.25925,-113.95225
2052,1994-01-04,Ukiah,CA,39.154946,-123.20088
2053,1993-10-26,Willows,CA,39.499754,-122.20773
2054,1994-01-04,Jackson,CA,38.359772,-120.75324
2055,1993-11-02,Concord,NH,43.213705,-71.53774
2056,1994-01-04,Saratoga Springs,NY,43.080399,-73.77038
2057,1994-01-25,Rindge,NH,42.749835,-72.01034
2058,1993-09-28,Raleigh,NC,35.844753,-78.63263
2059,1993-10-26,Greensburg,PA,40.298765,-79.54126
2060,1993-09-28,Lexington,KY,38.005199,-84.40954
2061,1993-10-19,Plainwell,MI,42.462935,-85.61256
2062,1994-01-04,Benton Harbor,MI,42.10809,-86.41801
2063,1994-01-04,Youngstown,OH,41.099008,-80.74545
2064,1994-01-04,Milford,PA,41.320904,-74.88565
2065,1994-01-25,Knoxville,TN,35.928997,-84.07543
2066,1994-07-26,Houston,TX,29.734379,-95.52269
2068,1993-11-02,Fairless Hills,PA,40.175504,-74.84611
2069,1993-11-02,Talent,OR,42.227162,-122.78933
2073,1994-03-22,Cleveland,OH,41.378051,-81.77945
2075,1994-10-26,Bend,OR,44.020483,-121.30891
2077,1994-09-27,Lake Elsinore,CA,33.675893,-117.34946
2078,1994-03-30,Marietta,OH,39.426551,-81.44373
2079,1994-03-30,Marquette,MI,46.554402,-87.42223
2080,1994-03-30,Battle Creek,MI,42.311089,-85.13845
2081,1994-03-30,Clearwater,FL,27.971362,-82.74482
2082,1994-07-26,Cerritos,CA,33.868314,-118.06754
2083,1994-01-04,Morgantown,WV,39.628475,-79.98796
2084,1994-01-25,Bozeman,MT,45.707153,-110.9878
2086,1994-04-26,Plano,TX,33.03505,-96.80492
2087,1994-07-26,Saint Paul,MN,45.076708000000004,-93.0828
2088,1995-07-25,Batavia,NY,42.996507,-78.19279
2089,1995-03-15,Bristol,VA,36.645419,-82.18137
2090,1999-10-13,Franklin,NJ,41.11736,-74.58784
2091,1994-06-29,Miami,FL,25.777977,-80.29718
2092,1995-01-03,Ogdensburg,NY,44.683636,-75.49024
2093,1995-03-21,Utica,NY,43.114519,-75.22284
2094,1994-05-17,Vista,CA,33.179587,-117.24461
2095,1994-06-29,East Wareham,MA,41.782915,-70.64881
2096,1996-02-20,Warminster,PA,40.211241,-75.0887
2097,1994-03-30,Hudson,NY,42.22948,-73.75846
2098,1994-10-26,Columbus,OH,40.002514,-82.92589
2099,1994-09-27,Paso Robles,CA,35.640589,-120.70418
2100,1994-08-31,Cheboygan,MI,45.589694,-84.4625
2101,1994-03-30,Kennewick,WA,46.169982,-119.10456
2102,1994-03-22,Ludington,MI,43.967306,-86.43044
2103,1994-04-26,Walpole,MA,42.145237,-71.25375
2104,1994-08-31,Newburgh,NY,41.521593,-74.04072
2105,1994-01-04,Dallas,TX,32.922624,-96.83616
2106,1994-07-26,Reno,NV,39.54641,-119.79664
2107,1995-10-17,Lockport,NY,43.160857,-78.68756
2108,1994-10-22,Mays Landing,NJ,39.478771,-74.7581
2109,1995-01-03,Millville,NJ,39.379382,-75.03923
2110,1994-05-17,Paramount,CA,33.899915,-118.16231
2111,1994-07-26,Birmingham,AL,33.409582,-86.69684
2112,1994-10-18,Scottsdale,AZ,33.494152,-111.92079
2113,1995-01-03,Phoenix,AZ,33.50689,-112.10262
2114,1994-08-30,Chipley,FL,30.636228,-85.5775
2115,1994-08-31,New Philadelphia,OH,40.477187,-81.44439
2116,1995-09-19,Queensbury,NY,43.330471,-73.67816
2117,1994-10-26,Los Banos,CA,37.048385,-120.86983
2118,1994-10-22,Lunenburg,MA,42.582839,-71.72051
2119,1994-09-27,Milpitas,CA,37.436451,-121.89438
2120,1994-10-26,Norwich,NY,42.541733,-75.52612
2121,1994-10-18,Shelton,WA,47.224044,-123.10538
2122,1994-07-26,Avon,MA,42.121932,-71.04522
2123,1995-01-25,Texarkana,TX,33.414708,-94.08984
2124,1994-03-22,Dayton,OH,39.765259,-84.10262
2125,1994-01-25,Denver,CO,39.745526,-105.06251
2127,1994-07-26,Wausau,WI,44.958382,-89.6693
2128,1998-05-20,Halifax,MA,41.999851,-70.85395
2129,1995-01-25,Clearfield,PA,41.026239,-78.43838
2130,1994-08-31,Portsmouth,NH,43.070188,-70.776840000000007
2131,1995-01-03,Topeka,KS,39.0161,-95.6979
2132,1994-09-27,Baton Rouge,LA,30.403341,-91.08035
2133,1994-04-26,Austin,TX,30.250761,-97.84469
2134,1995-01-03,Charlotte,NC,35.321279,-80.7405
2135,1995-08-16,Cobleskill,NY,42.696926,-74.52436
2136,1995-01-25,Culpeper,VA,38.459521,-77.99875
2137,1995-10-17,Durham,NC,35.963994,-78.93602
2138,1999-01-27,West Lebanon,NH,43.649781,-72.30594
2139,1995-05-31,Lynn,MA,42.464879,-70.97411
2140,1999-10-27,North Conway,NH,44.035684,-71.13084
2141,1995-01-04,Philadelphia,PA,39.919812,-75.15803
2142,1995-01-31,Salem,NH,42.792456,-71.21316
2143,1994-09-27,Skowhegan,ME,44.782568,-69.69212
2144,1996-08-28,Torrington,CT,41.820274,-73.11787
2145,1995-01-31,Whitehall,PA,40.651751,-75.49224
2146,1994-09-27,Amsterdam,NY,42.940644,-74.17899
2147,1994-10-26,Missoula,MT,46.854974,-114.10566
2149,1994-08-31,Mount Vernon,OH,40.385636,-82.48254
2150,1995-01-03,San Diego,CA,32.574398,-117.05633
2151,1995-06-20,Fort Lauderdale,FL,26.156854,-80.31408
2152,1994-05-17,Albany,NY,42.713328,-73.8179
2153,1995-09-19,Biddeford,ME,43.480704,-70.45871
2154,1994-08-31,Duluth,GA,33.979401,-84.15118
2155,1994-10-26,Gardner,MA,42.575355,-71.99183
2156,1995-01-03,Middle Island,NY,40.886267,-72.9552
2157,1994-08-31,North Dartmouth,MA,41.637916,-70.99076
2158,1995-08-22,Northborough,MA,42.321917,-71.64692
2159,1995-07-25,Olean,NY,42.076574,-78.42744
2160,1999-06-16,Petersburg,VA,37.174217,-77.39008
2161,1995-11-01,Pleasanton,CA,37.68973,-121.89244
2163,1996-06-26,Shelton,CT,41.306396,-73.1292
2164,1995-04-26,Springville,NY,42.516248,-78.68944
2166,1994-09-27,East Syracuse,NY,43.074266,-76.05538
2167,2002-08-14,Exton,PA,40.040505,-75.63425
2169,1994-10-26,Lehighton,PA,40.828682,-75.70596
2170,1994-10-26,Norwich,CT,41.533848,-72.06232
2171,1995-05-31,Princeton,NJ,40.280531,-74.712018
