Code,Year,Fertility rate,Population,Life expectancy
plw,1999,1.906,18901,66.23
plw,2000,1.819,19178,66.37
plw,2001,1.87,19352,66.51
plw,2002,1.923,19503,66.66
plw,2003,1.962,19659,66.83
plw,2004,1.989,19820,66.84
plw,2005,2.017,19819,66.83
plw,2006,1.996,19593,66.89
plw,2007,1.968,19302,66.95
plw,2008,1.947,19009,66.98
plw,2009,1.935,18709,66.96
plw,2010,1.937,18396,66.99
plw,2011,1.965,18078,66.99
plw,2012,2.006,17765,67.05
plw,2013,2.054,17648,67.05
plw,2014,2.032,17715,67.13
plw,2015,2.002,17770,67.24
plw,2016,2.055,17797,67.32
plw,2017,2.019,17812,67.39
plw,2018,1.97,17814,67.44
plw,2019,1.984,17798,67.5
plw,2020,1.972,17792,68.06
plw,2021,1.95,17783,68.76
plw,2022,1.927,17759,68.08
plw,2023,1.907,17727,68.26
png,1960,6.018,1995110,53.68
png,1961,6.074,2046127,54.17
png,1962,6.135,2093919,54.63
png,1963,6.153,2141376,55.34
png,1964,6.191,2188325,55.72
png,1965,6.203,2235820,56.15
png,1966,6.232,2285774,56.85
png,1967,6.242,2337532,57.27
png,1968,6.252,2390803,57.84
png,1969,6.258,2446927,58.4
png,1970,6.25,2505628,59.02
png,1971,6.229,2566421,59.38
png,1972,6.197,2628432,59.88
png,1973,6.16,2690629,60.33
png,1974,6.114,2752671,60.74
png,1975,6.065,2814820,61.09
png,1976,6.018,2877327,61.36
png,1977,5.957,2940327,61.65
png,1978,5.879,3003714,61.81
png,1979,5.785,3067341,61.98
png,1980,5.705,3131512,62.15
png,1981,5.645,3197019,62.22
png,1982,5.587,3264291,62.22
png,1983,5.563,3333633,62.21
png,1984,5.514,3405198,62.23
png,1985,5.47,3478936,62.23
png,1986,5.415,3554793,62.31
png,1987,5.359,3632543,62.37
png,1988,5.302,3711880,62.44
png,1989,5.243,3796078,62.55
png,1990,5.18,3896481,62.61
png,1991,5.109,4021837,62.46
png,1992,5.033,4166699,62.69
png,1993,4.962,4320872,62.88
png,1994,4.87,4480208,63.07
png,1995,4.78,4644278,63.22
png,1996,4.728,4813361,63.36
png,1997,4.679,4987883,63.45
png,1998,4.632,5166390,62.36
png,1999,4.587,5349333,63.27
png,2000,4.525,5537064,63.14
png,2001,4.469,5728435,62.93
png,2002,4.419,5924003,62.68
png,2003,4.362,6123997,62.49
png,2004,4.283,6328041,62.29
png,2005,4.22,6535905,62.21
png,2006,4.148,6747720,62.22
png,2007,4.076,6963345,62.33
png,2008,4.015,7183002,62.54
png,2009,3.941,7406438,62.6
png,2010,3.883,7633523,62.78
png,2011,3.816,7859346,62.95
png,2012,3.746,8081390,63.08
png,2013,3.684,8302698,63.44
png,2014,3.625,8523441,63.73
png,2015,3.558,8743246,63.93
png,2016,3.495,8961718,64.1
png,2017,3.432,9178714,64.27
png,2018,3.382,9394513,64.42
png,2019,3.322,9609010,64.66
png,2020,3.274,9815746,64.97
png,2021,3.215,10012896,64.54
png,2022,3.165,10203169,65.14
png,2023,3.099,10389635,65.3
pol,1960,2.98,29575966,67.9
pol,1961,2.83,29979689,68.1
pol,1962,2.72,30338087,67.94
pol,1963,2.7,30674020,68.6
pol,1964,2.57,30993135,69.06
pol,1965,2.52,31288336,69.66
pol,1966,2.34,31568284,69.98
pol,1967,2.33,31828630,69.83
pol,1968,2.24,32078388,70.31
pol,1969,2.2,32322775,69.93
pol,1970,2.2,32542633,70.17
pol,1971,2.25,32771296,70.14
pol,1972,2.24,33041996,71
pol,1973,2.26,33333274,71.12
pol,1974,2.26,33642461,71.58
pol,1975,2.27,33964399,71.14
pol,1976,2.3,34296607,71.08
pol,1977,2.23,34628512,70.86
pol,1978,2.21,34934213,70.89
pol,1979,2.28,35248387,71.12
pol,1980,2.28,35576519,70.54
pol,1981,2.24,35900913,71.4
pol,1982,2.34,36233460,71.49
pol,1983,2.42,36573699,71.31
pol,1984,2.37,36905800,71.01
pol,1985,2.33,37200853,70.8
pol,1986,2.22,37452611,71.05
pol,1987,2.15,37665707,71.1
pol,1988,2.13,37817864,71.44
pol,1989,2.08,37938088,71.2
pol,1990,2.06,38055455,71.08
pol,1991,2.07,38152947,70.75
pol,1992,1.95,38233640,71.19
pol,1993,1.87,38294882,71.83
pol,1994,1.81,38344313,71.84
pol,1995,1.62,38364667,72
pol,1996,1.59,38359171,72.48
pol,1997,1.51,38348310,72.74
pol,1998,1.44,38326437,73.11
pol,1999,1.37,38287713,73.18
pol,2000,1.37,38258071,73.9
pol,2001,1.31,38247357,74.3
pol,2002,1.25,38229408,74.65
pol,2003,1.22,38203524,74.92
pol,2004,1.23,38167572,75.01
pol,2005,1.24,38124379,75.19
pol,2006,1.27,38071167,75.31
pol,2007,1.31,38020421,75.4
pol,2008,1.39,37995902,75.64
pol,2009,1.4,38002155,75.94
pol,2010,1.41,38095351,76.48
pol,2011,1.33,38208643,76.76
pol,2012,1.33,38247868,76.87
pol,2013,1.29,38259262,77.18
pol,2014,1.32,38265113,77.64
pol,2015,1.32,38266314,77.62
pol,2016,1.39,38263265,77.87
pol,2017,1.48,38254959,77.98
pol,2018,1.46,38241071,78.02
pol,2019,1.44,38225885,78.1
pol,2020,1.39,38171012,77.12
pol,2021,1.33,38040302,76.63
pol,2022,1.29,38385739,77.17
pol,2023,1.158,38762844,78.77
prk,1960,3.568,11722953,47.62
prk,1961,3.261,11990713,48.5
prk,1962,3.412,12262882,49.37
prk,1963,3.626,12567057,50.32
prk,1964,3.547,12889770,51.3
prk,1965,3.556,13219369,52.29
prk,1966,3.709,13569094,53.23
prk,1967,4.05,13958350,54.16
prk,1968,3.872,14365596,55.1
prk,1969,3.86,14767615,56.15
prk,1970,3.848,15172775,57.11
prk,1971,3.739,15572457,58.07
prk,1972,3.889,15975069,58.9
prk,1973,3.353,16350367,59.71
prk,1974,3.142,16673121,60.41
prk,1975,3.047,16971055,61.11
prk,1976,2.836,17243450,61.81
prk,1977,2.771,17492798,62.45
prk,1978,2.793,17735995,63.03
prk,1979,2.849,17983470,63.56
prk,1980,2.841,18236786,64.05
prk,1981,2.921,18501295,64.49
prk,1982,2.854,18776357,64.92
prk,1983,2.777,19054034,65.34
prk,1984,2.708,19335043,65.76
prk,1985,2.646,19620388,66.17
prk,1986,2.594,19910855,66.55
prk,1987,2.529,20205483,66.89
prk,1988,2.468,20503161,67.31
prk,1989,2.412,20804367,67.67
prk,1990,2.388,21112137,67.97
prk,1991,2.351,21428638,68.22
prk,1992,2.287,21750911,68.44
prk,1993,2.218,22073352,68.57
prk,1994,2.183,22393975,68.74
prk,1995,2.146,22669304,61.83
prk,1996,2.093,22895746,62.6
prk,1997,2.027,23110830,62.58
prk,1998,1.991,23311564,62.55
prk,1999,1.966,23497599,62.55
prk,2000,1.941,23665910,63.9
prk,2001,1.94,23815358,64.04
prk,2002,1.919,23943973,64.2
prk,2003,1.909,24090380,69.72
prk,2004,1.899,24254943,69.85
prk,2005,1.872,24396433,70.01
prk,2006,1.936,24524507,70.16
prk,2007,1.943,24646383,70.28
prk,2008,1.97,24764618,70.53
prk,2009,1.905,24878332,70.72
prk,2010,1.89,24987258,70.93
prk,2011,1.883,25097874,71.15
prk,2012,1.882,25211728,71.4
prk,2013,1.877,25329451,71.67
prk,2014,1.874,25451262,71.94
prk,2015,1.863,25575350,72.2
prk,2016,1.856,25698326,72.4
prk,2017,1.848,25817709,72.67
prk,2018,1.834,25931147,72.9
prk,2019,1.825,26037632,73.15
prk,2020,1.821,26136312,73.23
prk,2021,1.806,26232534,73.24
prk,2022,1.797,26328845,73.53
prk,2023,1.78,26418204,73.66
prt,1960,3.16,8873218,64.73
prt,1961,3.21,8888374,63.6
prt,1962,3.23,8895776,64.53
prt,1963,3.12,8898302,65.16
prt,1964,3.21,8895763,65.28
prt,1965,3.15,8889625,65.9
prt,1966,3.16,8872479,65.84
prt,1967,3.16,8845842,66.31
prt,1968,3.12,8809704,66.65
prt,1969,3.12,8754238,66.81
prt,1970,3.01,8669523,67.39
prt,1971,3,8685582,67.69
prt,1972,2.86,8815597,69.09
prt,1973,2.77,8939237,69.01
prt,1974,2.7,9059176,69.22
prt,1975,2.75,9182302,69.32
prt,1976,2.82,9310256,69.82
prt,1977,2.69,9438167,70.4
prt,1978,2.45,9556395,71.06
prt,1979,2.31,9663302,71.64
prt,1980,2.25,9763624,71.75
prt,1981,2.13,9837586,72.06
prt,1982,2.07,9885838,72.61
prt,1983,1.95,9925258,72.69
prt,1984,1.9,9956896,73.02
prt,1985,1.72,9979469,73.26
prt,1986,1.66,9993094,73.6
prt,1987,1.62,10001993,73.93
prt,1988,1.61,10004590,74.07
prt,1989,1.57,10001376,74.32
prt,1990,1.56,9989524,74.28
prt,1991,1.56,9969176,74.3
prt,1992,1.54,9960340,74.66
prt,1993,1.52,9972342,74.86
prt,1994,1.45,9998487,75.41
prt,1995,1.41,10031751,75.47
prt,1996,1.44,10067649,75.57
prt,1997,1.47,10110551,75.91
prt,1998,1.47,10159525,76.18
prt,1999,1.5,10214871,76.43
prt,2000,1.55,10283204,76.84
prt,2001,1.45,10354325,77.19
prt,2002,1.46,10413044,77.48
prt,2003,1.44,10454245,77.81
prt,2004,1.4,10481381,78.4
prt,2005,1.41,10502994,78.75
prt,2006,1.37,10524120,79.21
prt,2007,1.35,10546825,79.42
prt,2008,1.39,10564081,79.69
prt,2009,1.34,10576267,79.93
prt,2010,1.39,10578660,80.24
prt,2011,1.35,10557052,80.54
prt,2012,1.28,10513150,80.79
prt,2013,1.21,10458298,81.07
prt,2014,1.24,10406199,81.35
prt,2015,1.31,10370267,81.54
prt,2016,1.37,10346372,81.57
prt,2017,1.38,10330844,81.63
prt,2018,1.42,10325353,81.69
prt,2019,1.44,10343213,81.72
prt,2020,1.42,10370519,81.07
prt,2021,1.35,10390956,81.06
prt,2022,1.43,10417073,82.26
prt,2023,1.44,10430738,82.44
pry,1960,6.5,1883514,69.07
pry,1961,6.489,1927394,69.81
pry,1962,6.472,1973130,69.9
pry,1963,6.447,2021909,70.16
pry,1964,6.421,2073119,70.38
pry,1965,6.345,2125177,70.48
pry,1966,6.231,2177584,70.42
pry,1967,6.097,2229994,70.52
pry,1968,5.972,2282391,70.61
pry,1969,5.837,2334992,70.72
pry,1970,5.718,2388028,70.82
pry,1971,5.591,2442537,70.96
pry,1972,5.458,2499881,70.87
pry,1973,5.351,2561102,70.78
pry,1974,5.272,2625621,70.93
pry,1975,5.177,2691648,71.4
pry,1976,5.117,2758836,71.61
pry,1977,5.078,2827874,72.3
pry,1978,5.036,2899269,72.37
pry,1979,5.062,2973968,72.82
pry,1980,5.102,3053235,73.07
pry,1981,5.153,3137604,73.79
pry,1982,5.126,3226189,74.24
pry,1983,5.087,3318068,73.92
pry,1984,5.037,3412936,74.08
pry,1985,4.974,3510671,74.5
pry,1986,4.929,3611474,75.25
pry,1987,4.847,3714889,75.47
pry,1988,4.774,3820546,75.46
pry,1989,4.681,3927802,75.6
pry,1990,4.565,4035747,75.79
pry,1991,4.481,4144364,76.48
pry,1992,4.402,4253600,75.99
pry,1993,4.282,4362696,75.75
pry,1994,4.196,4471417,75.67
pry,1995,4.108,4579806,75.39
pry,1996,4.014,4687543,75.13
pry,1997,3.911,4794412,75.55
pry,1998,3.798,4900025,75.59
pry,1999,3.67,5003135,75.55
pry,2000,3.508,5100868,75.62
pry,2001,3.361,5187689,75.98
pry,2002,3.233,5261328,76.08
pry,2003,3.123,5326436,75.83
pry,2004,3.053,5388175,75.21
pry,2005,2.973,5448097,75.59
pry,2006,2.889,5505148,75.59
pry,2007,2.823,5559386,75.95
pry,2008,2.792,5613574,76.03
pry,2009,2.757,5671236,75.76
pry,2010,2.695,5737971,75.74
pry,2011,2.667,5814626,75.97
pry,2012,2.658,5897008,76.16
pry,2013,2.636,5982445,76.03
pry,2014,2.646,6069811,76.4
pry,2015,2.645,6159103,76.49
pry,2016,2.624,6249126,76.13
pry,2017,2.591,6338660,76.27
pry,2018,2.561,6427382,76.48
pry,2019,2.525,6515058,76.61
pry,2020,2.497,6603739,76.15
pry,2021,2.469,6684182,73.11
pry,2022,2.444,6760464,73.34
pry,2023,2.422,6844146,77.11
pse,1990,6.809,2139067,69.12
pse,1991,6.751,2228954,69.38
pse,1992,6.65,2324693,69.63
pse,1993,6.501,2425066,70.03
pse,1994,6.334,2529159,70.56
pse,1995,6.161,2636551,70.92
pse,1996,5.988,2746822,71.18
pse,1997,5.817,2859575,71.43
pse,1998,5.693,2962888,71.68
pse,1999,5.583,3056252,71.89
pse,2000,5.457,3151793,70.17
pse,2001,5.342,3242285,69.56
pse,2002,5.216,3322364,68.8
pse,2003,5.062,3398070,69.96
pse,2004,4.971,3475177,69.85
pse,2005,4.867,3557401,71.14
pse,2006,4.739,3645096,69.59
pse,2007,4.627,3736691,71.58
pse,2008,4.509,3829041,69.32
pse,2009,4.44,3921246,69.81
pse,2010,4.434,4016916,73.67
pse,2011,4.305,4115908,73.74
pse,2012,4.154,4215313,73.9
pse,2013,4.049,4315261,74.81
pse,2014,3.995,4415882,74.5
pse,2015,3.977,4521565,74.33
pse,2016,3.887,4632739,74.49
pse,2017,3.771,4742743,74.68
pse,2018,3.674,4850592,74.66
pse,2019,3.591,4957768,74.8
pse,2020,3.511,5069692,73.97
pse,2021,3.442,5185336,73.05
pse,2022,3.375,5305270,73.02
pse,2023,3.311,5409202,73.85
qat,1960,6.531,36010,65.28
qat,1961,6.526,39680,65.41
qat,1962,6.53,44630,65.55
qat,1963,6.527,50380,65.69
qat,1964,6.525,56867,65.85
qat,1965,6.527,64065,66.02
qat,1966,6.521,72192,66.18
qat,1967,6.462,81439,66.34
qat,1968,6.392,91749,66.53
qat,1969,6.311,103025,66.75
qat,1970,6.228,116350,67.01
qat,1971,6.145,131346,67.24
qat,1972,6.073,146506,67.5
qat,1973,6.008,161841,67.74
qat,1974,5.935,177362,68.26
qat,1975,5.861,193087,68.7
qat,1976,5.782,209052,69.17
qat,1977,5.691,225285,69.57
qat,1978,5.577,241808,69.59
qat,1979,5.461,258670,69.64
qat,1980,5.329,275913,70.26
qat,1981,5.196,293553,70.44
qat,1982,5.044,311537,70.18
qat,1983,4.898,329709,70.81
qat,1984,4.756,347878,72.29
qat,1985,4.642,365940,72.12
qat,1986,4.565,382422,71.16
qat,1987,4.539,397005,70.79
qat,1988,4.515,411264,70.51
qat,1989,4.412,425646,70.26
qat,1990,4.23,440175,69.93
qat,1991,3.988,454853,69.79
qat,1992,3.852,469657,69.76
qat,1993,3.765,484545,69.87
qat,1994,3.665,499459,71.02
qat,1995,3.557,514325,71.8
qat,1996,3.444,529019,70.61
qat,1997,3.327,550500,70.14
qat,1998,3.211,580540,70.24
qat,1999,3.117,612500,70.61
qat,2000,3.073,644989,71.22
qat,2001,3.08,677925,71.51
qat,2002,3.011,711205,71.46
qat,2003,2.925,744682,71.72
qat,2004,2.794,773332,72.21
qat,2005,2.635,825408,72.29
qat,2006,2.509,972831,72.14
qat,2007,2.438,1208595,72.2
qat,2008,2.369,1426938,72.55
qat,2009,2.254,1586050,72.84
qat,2010,2.137,1709229,73.36
qat,2011,2.07,1810950,73.88
qat,2012,2.04,1907117,74.28
qat,2013,2.032,2032641,74.66
qat,2014,2.03,2218372,74.94
qat,2015,1.976,2427331,75.46
qat,2016,1.856,2599372,75.73
qat,2017,1.834,2706709,75.94
qat,2018,1.756,2761142,76.11
qat,2019,1.731,2797921,76.28
qat,2020,1.675,2803375,74.5
qat,2021,1.605,2814982,74.67
qat,2022,1.739,2892455,76.82
qat,2023,1.729,2979082,76.98
rou,1960,2.34,18313495,65.75
rou,1961,2.17,18422514,66.29
rou,1962,2.04,18511669,66.73
rou,1963,2.01,18587430,68.04
rou,1964,1.96,18655401,68.68
rou,1965,1.91,18713054,68.86
rou,1966,1.9,18776259,69.62
rou,1967,3.66,18998555,68.43
rou,1968,3.63,19361055,67.81
rou,1969,3.19,19701808,67.63
rou,1970,2.89,20011625,68.29
rou,1971,2.67,20293482,68.96
rou,1972,2.55,20555576,69.33
rou,1973,2.44,20798323,69.33
rou,1974,2.71,21033552,69.91
rou,1975,2.59,21268070,69.92
rou,1976,2.54,21497683,70.3
rou,1977,2.57,21700178,69.7
rou,1978,2.52,21868067,70.02
rou,1979,2.49,22019624,69.68
rou,1980,2.43,22154771,69.6
rou,1981,2.36,22272789,69.73
rou,1982,2.17,22374443,70.03
rou,1983,2.06,22459207,70.07
rou,1984,2.26,22533999,70.04
rou,1985,2.31,22605820,69.67
rou,1986,2.39,22674743,69.85
rou,1987,2.38,22745591,69.24
rou,1988,2.3,22815429,69.58
rou,1989,2.22,22887641,69.72
rou,1990,1.83,22939530,69.83
rou,1991,1.59,22947413,70.26
rou,1992,1.51,22912393,69.81
rou,1993,1.43,22842250,69.68
rou,1994,1.4,22756243,69.51
rou,1995,1.33,22657723,69.38
rou,1996,1.3,22541910,68.97
rou,1997,1.32,22411513,69.09
rou,1998,1.32,22284900,69.85
rou,1999,1.3,22166159,70.74
rou,2000,1.31,22046262,71.23
rou,2001,1.27,21919917,71.18
rou,2002,1.27,21770017,71.23
rou,2003,1.3,21593450,71.51
rou,2004,1.33,21403217,72.02
rou,2005,1.4,21213388,72.36
rou,2006,1.42,21035732,72.85
rou,2007,1.45,20870716,73.37
rou,2008,1.6,20718742,73.42
rou,2009,1.66,20576927,73.53
rou,2010,1.59,20432574,73.78
rou,2011,1.47,20282011,74.6
rou,2012,1.52,20158452,74.68
rou,2013,1.46,20062921,75.28
rou,2014,1.56,19968174,75.03
rou,2015,1.62,19871019,75.25
rou,2016,1.69,19777051,75.34
rou,2017,1.78,19689401,75.38
rou,2018,1.76,19597872,75.46
rou,2019,1.77,19501542,75.52
rou,2020,1.8,19392469,74.38
rou,2021,1.81,19248161,73.23
rou,2022,1.71,19166772,73.16
rou,2023,1.71,19118479,74.17
rus,1960,2.52,119934141,69.05
rus,1961,2.45,121604304,69.26
rus,1962,2.36,123111713,69.1
rus,1963,2.27,124449753,69.39
rus,1964,2.18,125630154,70.15
rus,1965,2.13,126634214,69.97
rus,1966,2.1,127533631,69.92
rus,1967,2.04,128342644,69.7
rus,1968,1.99,129065041,69.47
rus,1969,1.97,129762187,69.07
rus,1970,1.99,130367189,69.15
rus,1971,2.03,130987113,69.3
rus,1972,2.04,131726419,69.26
rus,1973,2.01,132475149,69.21
rus,1974,2,133259158,69.15
rus,1975,1.98,134136098,68.6
rus,1976,1.97,135080690,68.27
rus,1977,1.95,136040976,68.09
rus,1978,1.92,136979087,68.09
rus,1979,1.9,137816541,67.83
rus,1980,1.89,138572623,67.71
rus,1981,1.91,139351498,67.96
rus,1982,2.04,140247748,68.49
rus,1983,2.11,141331278,68.3
rus,1984,2.06,142464239,67.81
rus,1985,2.05,143569389,68.54
rus,1986,2.15,144807813,70.22
rus,1987,2.22,146147383,70.2
rus,1988,2.12,147364489,70.11
rus,1989,2.01,148281866,69.8
rus,1990,1.892,148979541,69.52
rus,1991,1.732,149448433,69.28
rus,1992,1.552,148915991,68.12
rus,1993,1.385,148135424,65.5
rus,1994,1.4,148200736,64.16
rus,1995,1.337,148291403,64.84
rus,1996,1.27,148084582,66.07
rus,1997,1.218,147853771,67.18
rus,1998,1.232,147635531,67.47
rus,1999,1.157,147241975,66.22
rus,2000,1.195,146717783,65.63
rus,2001,1.223,146117284,65.55
rus,2002,1.286,145939500,65.37
rus,2003,1.319,145794229,65.17
rus,2004,1.344,145180097,65.54
rus,2005,1.294,144597884,65.05
rus,2006,1.305,144102948,66.47
rus,2007,1.416,143859764,67.46
rus,2008,1.502,143811840,67.72
rus,2009,1.542,143869132,68.67
rus,2010,1.567,143934465,68.82
rus,2011,1.582,144043748,69.99
rus,2012,1.691,144291029,70.45
rus,2013,1.707,144604098,70.93
rus,2014,1.75,144925638,70.98
rus,2015,1.777,145307616,71.53
rus,2016,1.762,145778677,72.02
rus,2017,1.621,146186799,72.94
rus,2018,1.579,146430146,72.98
rus,2019,1.504,146533067,72.97
rus,2020,1.505,146371299,70.41
rus,2021,1.505,145836175,68.52
rus,2022,1.416,145579899,69.2
rus,2023,1.41,145440500,73.6
rwa,1960,8.283,3022294,42.24
rwa,1961,8.279,3106779,42.37
rwa,1962,8.271,3186025,42.23
rwa,1963,8.269,3258890,42.39
rwa,1964,8.266,3334834,42.63
rwa,1965,8.249,3423210,42.85
rwa,1966,8.23,3521626,42.79
rwa,1967,8.211,3629577,43.26
rwa,1968,8.187,3744010,43.6
rwa,1969,8.176,3861271,43.45
rwa,1970,8.145,3980669,43.58
rwa,1971,8.092,4100044,43.84
rwa,1972,8.089,4220335,44.1
rwa,1973,8.092,4345047,44.49
rwa,1974,8.102,4474228,44.82
rwa,1975,8.096,4607728,45.02
rwa,1976,8.122,4745954,45.73
rwa,1977,8.138,4888240,46.46
rwa,1978,8.157,5035171,46.89
rwa,1979,8.13,5189541,47.47
rwa,1980,8.115,5353259,48.43
rwa,1981,8.102,5527230,49.45
rwa,1982,8.064,5711549,50.23
rwa,1983,8.001,5905311,50.89
rwa,1984,7.913,6107627,51.41
rwa,1985,7.786,6317228,51.49
rwa,1986,7.612,6531881,51.56
rwa,1987,7.426,6749493,51.84
rwa,1988,7.234,6968071,51.77
rwa,1989,7.029,7184706,51.2
rwa,1990,6.803,7375307,50.01
rwa,1991,6.622,7526966,49.88
rwa,1992,6.539,7683266,49.12
rwa,1993,6.479,7981132,48.27
rwa,1994,6.415,6792352,9.5
rwa,1995,6.345,5674118,46.41
rwa,1996,6.289,6708764,47.73
rwa,1997,6.235,7755238,46.79
rwa,1998,6.171,8081681,47.9
rwa,1999,6.059,8147912,49.32
rwa,2000,5.967,8213931,50.51
rwa,2001,5.893,8287094,51.45
rwa,2002,5.816,8400180,53.19
rwa,2003,5.737,8586875,54.55
rwa,2004,5.64,8816844,56.28
rwa,2005,5.5,9054528,58.22
rwa,2006,5.335,9299246,60.17
rwa,2007,5.141,9549933,61.59
rwa,2008,4.922,9804269,62.57
rwa,2009,4.707,10060432,63.39
rwa,2010,4.522,10317553,64.54
rwa,2011,4.332,10573733,65.31
rwa,2012,4.201,10829901,65.84
rwa,2013,4.136,11093340,66.85
rwa,2014,4.117,11364757,67.2
rwa,2015,4.108,11640022,67.39
rwa,2016,4.106,11919183,67.56
rwa,2017,4.084,12202060,67.95
rwa,2018,4.047,12487996,68.32
rwa,2019,3.985,12776103,68.65
rwa,2020,3.913,13065837,69
rwa,2021,3.841,13355260,68.27
rwa,2022,3.778,13651030,69.36
rwa,2023,3.698,13954471,69.6
sau,1960,7.626,2435403,54.34
sau,1961,7.634,2526347,54.83
sau,1962,7.636,2620910,55.37
sau,1963,7.654,2719341,55.88
sau,1964,7.672,2821968,56.39
sau,1965,7.658,2928771,56.93
sau,1966,7.655,3039887,57.51
sau,1967,7.658,3157242,58.08
sau,1968,7.627,3282711,58.63
sau,1969,7.597,3417114,59.16
sau,1970,7.583,3562470,59.81
sau,1971,7.556,3724031,60.49
sau,1972,7.539,3905722,61.39
sau,1973,7.484,4106344,62.22
sau,1974,7.426,4323632,63.07
sau,1975,7.37,4556287,63.63
sau,1976,7.33,4807933,64.25
sau,1977,7.295,5083048,64.83
sau,1978,7.263,5381902,65.26
sau,1979,7.227,5703698,65.58
sau,1980,7.145,6047997,66.06
sau,1981,7.067,6420551,66.6
sau,1982,6.979,6824486,66.89
sau,1983,6.875,7252941,67.13
sau,1984,6.776,7697307,67.33
sau,1985,6.649,8151779,67.54
sau,1986,6.517,8628639,67.74
sau,1987,6.343,9130194,67.95
sau,1988,6.15,9629165,68.15
sau,1989,5.975,10128394,68.21
sau,1990,5.804,10640691,68.08
sau,1991,5.644,11160744,68.46
sau,1992,5.489,11686676,68.77
sau,1993,5.326,12215862,69.01
sau,1994,5.161,12750040,69.22
sau,1995,4.986,13289245,69.4
sau,1996,4.812,13831009,69.62
sau,1997,4.656,14374943,69.76
sau,1998,4.524,14922185,70.01
sau,1999,4.354,15472075,70.19
sau,2000,4.206,16177722,70.37
sau,2001,3.964,17041397,70.57
sau,2002,3.709,17910910,70.74
sau,2003,3.465,18786767,70.87
sau,2004,3.264,19669480,71.07
sau,2005,3.161,20559890,71.16
sau,2006,3.176,21459144,71.21
sau,2007,3.185,22368313,71.29
sau,2008,3.074,23287877,71.4
sau,2009,2.95,24217654,71.62
sau,2010,2.81,25157128,71.84
sau,2011,2.8,26105645,72.2
sau,2012,2.78,27062443,72.56
sau,2013,2.67,28026825,72.88
sau,2014,2.68,28998128,73.17
sau,2015,2.63,29974938,73.25
sau,2016,2.65,30717808,73.71
sau,2017,2.67,30782402,74.02
sau,2018,2.67,30365121,74.28
sau,2019,2.49,30472811,74.52
sau,2020,2.27,30991207,73.5
sau,2021,2.17,31328375,74.17
sau,2022,2.14,32175352,75.1
sau,2023,2.28,33264292,75.29
sdn,1960,6.663,8364489,49.76
sdn,1961,6.656,8634941,49.97
sdn,1962,6.704,8919028,50.27
sdn,1963,6.758,9218077,50.1
sdn,1964,6.804,9531109,50.32
sdn,1965,6.84,9858030,50.53
sdn,1966,6.879,10197578,50.74
sdn,1967,6.909,10550597,50.91
sdn,1968,6.946,10917999,51.1
sdn,1969,6.967,11298936,51.35
sdn,1970,6.986,11695771,51.6
sdn,1971,7.019,12105539,51.85
sdn,1972,6.983,12527856,52.04
sdn,1973,6.939,13049315,52.41
sdn,1974,6.909,13580723,52.57
sdn,1975,6.866,14064798,52.8
sdn,1976,6.823,14569716,53.2
sdn,1977,6.775,15086614,53.78
sdn,1978,6.72,15695003,54.14
sdn,1979,6.651,16355352,54.47
sdn,1980,6.592,17058905,54.8
sdn,1981,6.528,17780572,55.28
sdn,1982,6.473,18486645,55.76
sdn,1983,6.413,19109770,52.29
sdn,1984,6.343,19546528,51.78
sdn,1985,6.279,19905872,52.17
sdn,1986,6.225,20288238,57.09
sdn,1987,6.175,20704904,57.42
sdn,1988,6.132,21138431,57.93
sdn,1989,6.106,21578022,57.89
sdn,1990,6.074,22021481,58.66
sdn,1991,6.05,22470676,59.27
sdn,1992,6.019,22927355,59.75
sdn,1993,5.97,23445592,59.99
sdn,1994,5.912,24043948,60.92
sdn,1995,5.856,24672143,61.29
sdn,1996,5.792,25231528,61.52
sdn,1997,5.717,25799821,61.77
sdn,1998,5.646,26458999,62
sdn,1999,5.622,27130613,62.87
sdn,2000,5.596,27816745,63.26
sdn,2001,5.562,28516770,63.72
sdn,2002,5.531,29228727,63.87
sdn,2003,5.489,29896035,64.13
sdn,2004,5.455,30556637,64.16
sdn,2005,5.397,31262444,65.48
sdn,2006,5.332,31992435,65.84
sdn,2007,5.27,32764135,66.32
sdn,2008,5.212,33623980,66.78
sdn,2009,5.173,34569113,66.97
sdn,2010,5.141,35414399,67.44
sdn,2011,5.087,36140806,67.56
sdn,2012,5.031,36923178,68.11
sdn,2013,4.965,37785849,68.33
sdn,2014,4.912,38823318,68.72
sdn,2015,4.898,40024431,69.03
sdn,2016,4.829,41259892,69.39
sdn,2017,4.761,42714306,69.79
sdn,2018,4.681,44230596,70.12
sdn,2019,4.617,45548175,70.49
sdn,2020,4.542,46789231,70.21
sdn,2021,4.457,48066924,69.84
sdn,2022,4.384,49383346,70.17
sdn,2023,4.323,50042791,70.73
sen,1960,6.996,3340907,46.91
sen,1961,7.038,3436375,46.97
sen,1962,7.079,3534686,47.01
sen,1963,7.12,3635876,46.86
sen,1964,7.157,3740535,46.93
sen,1965,7.19,3849788,47.1
sen,1966,7.217,3964299,47.25
sen,1967,7.237,4083870,47.32
sen,1968,7.251,4207587,47.45
sen,1969,7.259,4334974,47.6
sen,1970,7.262,4466328,47.87
sen,1971,7.261,4601864,48.14
sen,1972,7.258,4741631,48.54
sen,1973,7.255,4885181,48.97
